駅名(漢字)	読み	頭文字	母音	県	会社	路線	廃駅	文字数
阿仁マタギ	あにまたぎ	あ	AIAAI	秋田県	秋田内陸縦貫鉄道			5
姉ヶ崎	あねがさき	あ	AEAAI	千葉県	JR東日本	内房線		3
姉別	あねべつ	あ	AEEU	北海道	JR北海道	根室本線		2
穴太(三重)	あのう	あ	AOO	三重県	三岐鉄道	北勢線		2
穴太(滋賀)	あのお	あ	AOO	滋賀県	京阪	石山坂本線		2
穴生[福岡]	あのお	あ	AOO	福岡県	筑豊電鉄			2
網走	あばしり	あ	AAII	北海道	JR北海道	石北本線		2
網引	あびき	あ	AII	兵庫県	北条鉄道			2
我孫子[千葉]	あびこ	あ	AIO	千葉県	JR東日本	常磐線		3
あびこ[大阪]	あびこ	あ	AIO	大阪府	大阪市高速電気軌道	御堂筋線		3
我孫子町	あびこちょう	あ	AIOOO	大阪府	JR西日本	阪和線		4
我孫子前	あびこまえ	あ	AIOAE	大阪府	南海	高野線		4
我孫子道	あびこみち	あ	AIOII	大阪府	阪堺電軌	阪堺線		4
安平	あびら	あ	AIA	北海道	JR北海道	室蘭本線		2
あぶくま	あぶくま	あ	AUUA	宮城県	阿武隈急行			4
アプトいちしろ	あぷといちしろ	あ	AUOIIIO	静岡県	大井川鐵道	井川線		7
油川	あぶらかわ	あ	AUAAA	青森県	JR東日本	津軽線		2
油津	あぶらつ	あ	AUAU	宮崎県	JR九州	日南線		2
油田	あぶらでん	あ	AUAEN	富山県	JR西日本	城端線		2
油日	あぶらひ	あ	AUAI	滋賀県	JR西日本	草津線		2
阿夫利神社	あふりじんじゃ	あ	AUIINA	神奈川県	大山観光電鉄			5
阿分	あふん	あ	AUN	北海道	JR北海道	留萌本線	D	2
安部	あべ	あ	AE	鳥取県	若桜鉄道			2
安倍川	あべかわ	あ	AEAA	静岡県	JR東海	東海道本線		3
阿倍野	あべの	あ	AEO	大阪府	大阪市高速電気軌道	谷町線		3
安部山公園	あべやまこうえん	あ	AEAAOOEN	福岡県	JR九州	日豊本線		5
阿母崎	あぼざき	あ	AOAI	長崎県	島原鉄道			3
網干	あぼし	あ	AOI	兵庫県	JR西日本	山陽本線		2
海士有木	あまありき	あ	AAAII	千葉県	小湊鐵道			4
尼ヶ坂	あまがさか	あ	AAAAA	愛知県	名鉄	瀬戸線		3
尼崎(JR西日本)	あまがさき	あ	AAAAI	兵庫県	JR西日本	東海道本線		2
尼崎(阪神)	あまがさき	あ	AAAAI	兵庫県	阪神	本線		2
尼崎センタープール前	あまがさきせんたーぷーるまえ	あ	AAAAIENAAUUUAE	兵庫県	阪神	本線		10
天ヶ瀬	あまがせ	あ	AAAE	大分県	JR九州	久大本線		3
尼ヶ辻	あまがつじ	あ	AAAUI	奈良県	近鉄	橿原線		3
天城	あまき	あ	AAI	岡山県	下津井電鉄		D	2
甘木(西鉄)	あまぎ	あ	AAI	福岡県	西鉄	甘木線		2
甘木(甘木鉄道)	あまぎ	あ	AAI	福岡県	甘木鉄道	甘木線		2
尼子	あまご	あ	AAO	滋賀県	近江鉄道	本線		2
甘地	あまじ	あ	AAI	兵庫県	JR西日本	播但線		2
天瀬	あませ	あ	AAE	岡山県	片上鉄道		D	2
天津	あまつ	あ	AAU	大分県	JR九州	日豊本線		2
天岩戸	あまのいわと	あ	AAOIAO	宮崎県	高千穂鉄道		D	3
天橋立	あまのはしだて	あ	AAOAIAE	京都府	京都丹後鉄道	宮豊線		3
雨晴	あまはらし	あ	AAAAI	富山県	JR西日本	氷見線		2
天見	あまみ	あ	AAI	大阪府	南海	高野線		2
あまや	あまや	あ	AAA	福島県	会津鉄道			3
余子	あまりこ	あ	AAIO	鳥取県	JR西日本	境線		2
餘部	あまるべ	あ	AAUE	兵庫県	JR西日本	山陰本線		2
余目	あまるめ	あ	AAUE	山形県	JR東日本	羽越本線		2
網野	あみの	あ	AIO	京都府	京都丹後鉄道	宮豊線		2
安茂里	あもり	あ	AOI	長野県	JR東日本	信越本線		3
綾織	あやおり	あ	AAOI	岩手県	JR東日本	釜石線		2
綾川	あやがわ	あ	AAAA	香川県	琴電	琴平線		2
愛子	あやし	あ	AAI	宮城県	JR東日本	仙山線		2
綾瀬	あやせ	あ	AAE	東京都	JR東日本	常磐線		2
綾ノ町	あやのちょう	あ	AAOOO	大阪府	阪堺電軌	阪堺線		3
綾部	あやべ	あ	AAE	京都府	JR西日本	山陰本線		2
菖蒲池	あやめいけ	あ	AAEIE	奈良県	近鉄	奈良線		3
あやめ公園	あやめこうえん	あ	AAEOOEN	山形県	山形鉄道	フラワー長井線		5
綾羅木	あやらぎ	あ	AAAI	山口県	JR西日本	山陰本線		3
鮎貝	あゆかい	あ	AUAI	山形県	山形鉄道	フラワー長井線		2
鮎川	あゆかわ	あ	AUAA	秋田県	由利高原鉄道			2
荒井(宮城)	あらい	あ	AAI	宮城県	仙台市営地下鉄	東西線		2
新井(新潟)	あらい	あ	AAI	新潟県	えちごトキめき鉄道	妙高はねうまライン		2
荒井(兵庫)	あらい	あ	AAI	兵庫県	山陽電鉄	本線		2
新井宿	あらいじゅく	あ	AAIUU	埼玉県	埼玉高速鉄道			3
新居町	あらいまち	あ	AAIAI	静岡県	JR東海	東海道本線		3
新井薬師前	あらいやくしまえ	あ	AAIAUIAE	東京都	西武	新宿線		5
荒尾(岐阜)	あらお	あ	AAO	岐阜県	JR東海	東海道本線		2
荒尾(熊本)	あらお	あ	AAO	熊本県	JR九州	鹿児島本線		2
荒河かしの木台	あらがかしのきだい	あ	AAAAIOIAI	京都府	京都丹後鉄道	宮福線		7
荒茅	あらかや	あ	AAAA	島根県	JR西日本	大社線	D	2
荒川一中前	あらかわいっちゅうまえ	あ	AAAAIUUAE	東京都	都電	荒川線		5
荒川沖	あらかわおき	あ	AAAAOI	茨城県	JR東日本	常磐線		3
荒川区役所前	あらかわくやくしょまえ	あ	AAAAUAUOAE	東京都	都電	荒川線		6
荒川車庫前	あらかわしゃこまえ	あ	AAAAAOAE	東京都	都電	荒川線		5
荒川七丁目	あらかわななちょうめ	あ	AAAAAAOOE	東京都	都電	荒川線		5
荒川二丁目	あらかわにちょうめ	あ	AAAAIOOE	東京都	都電	荒川線		5
荒川遊園地前	あらかわゆうえんちまえ	あ	AAAAUUENIAE	東京都	都電	荒川線		6
新木(千葉)	あらき	あ	AAI	千葉県	JR東日本	成田線		2
荒木[福岡]	あらき	あ	AAI	福岡県	JR九州	鹿児島本線		2
荒子	あらこ	あ	AAO	愛知県	名古屋臨海鉄道	あおなみ線		2
荒子川公園	あらこがわこうえん	あ	AAOAAOOEN	愛知県	名古屋臨海鉄道	あおなみ線		5
荒島	あらしま	あ	AAIA	島根県	JR西日本	山陰本線		2
嵐山(阪急)	あらしやま	あ	AAIAA	京都府	阪急	嵐山線		2
嵐山(嵐電)	あらしやま	あ	AAIAA	京都府	京福電鉄	嵐山本線		2
荒瀬	あらせ	あ	AAE	秋田県	秋田内陸縦貫鉄道			2
新田(岩手)	あらた	あ	AAA	岩手県	花巻電鉄	鉛線	D	2
新野(徳島)	あらたの	あ	AAAO	徳島県	JR四国	牟岐線		2
荒田八幡	あらたはちまん	あ	AAAAAIAN	鹿児島県	鹿児島市電	谷山線		4
新瑞橋	あらたまばし	あ	AAAAAI	愛知県	名古屋市営地下鉄	名城線		3
荒砥	あらと	あ	AAO	山形県	山形鉄道	フラワー長井線		2
荒畑	あらはた	あ	AAAA	愛知県	名古屋市営地下鉄	鶴舞線		2
荒浜	あらはま	あ	AAAA	新潟県	JR東日本	越後線		2
荒平	あらひら	あ	AAIA	鹿児島県	国鉄	大隅線	D	2
荒町	あらまち	あ	AAAI	富山県	富山地鉄	市内軌道線		2
荒町(宮城)	あらまち	あ	AAAI	宮城県	くりはら田園鉄道		D	2
荒本	あらもと	あ	AAOO	大阪府	近鉄	けいはんな線		2
新屋(秋田)	あらや	あ	AAA	秋田県	JR東日本	羽越本線		2
新屋(群馬)	あらや	あ	AAA	群馬県	上毛電鉄			2
荒屋新町	あらやしんまち	あ	AAAINAI	岩手県	JR東日本	花輪線		4
荒谷前	あらやまえ	あ	AAAAE	岩手県	JR東日本	釜石線		3
有明(長野)	ありあけ	あ	AIAE	長野県	JR東日本	大糸線		2
有明(東京)	ありあけ	あ	AIAE	東京都	ゆりかもめ			2
有明テニスの森	ありあけてにすのもり	あ	AIAEEIUOOI	東京都	ゆりかもめ			7
有井	ありい	あ	AII	三重県	JR東海	紀勢本線		2
有井川	ありいがわ	あ	AIIAA	高知県	土佐くろしお鉄道	中村線		3
有家(長崎)	ありえ	あ	AIE	長崎県	島原鉄道		D	2
有岡	ありおか	あ	AIOA	高知県	土佐くろしお鉄道	宿毛線		2
有壁	ありかべ	あ	AIAE	宮城県	JR東日本	東北本線		2
有佐	ありさ	あ	AIA	熊本県	JR九州	鹿児島本線		2
有栖川	ありすがわ	あ	AIUAA	京都府	京福電鉄	嵐山本線		3
有田	ありた	あ	AIA	佐賀県	JR九州	佐世保線		2
有戸	ありと	あ	AIO	青森県	JR東日本	大湊線		2
有畑	ありはた	あ	AIAA	青森県	JR東日本	大湊線		2
有帆	ありほ	あ	AIO	山口県	船木鉄道		D	2
有馬温泉	ありまおんせん	あ	AIAONEN	兵庫県	神鉄	有馬線		4
有間川	ありまがわ	あ	AIAAA	新潟県	えちごトキめき鉄道	日本海ひすいライン		3
有馬口	ありまぐち	あ	AIAUI	兵庫県	神鉄	有馬線		3
有松	ありまつ	あ	AIAU	愛知県	名鉄	名古屋本線		2
有馬吉川	ありまよしかわ	あ	AIAOIAA	長崎県	島原鉄道		D	4
有峰口	ありみねぐち	あ	AIIEUI	富山県	富山地鉄	立山線		3
在良	ありよし	あ	AIOI	三重県	三岐鉄道	北勢線		2
安和	あわ	あ	AA	高知県	JR四国	土讃線		2
阿波赤石	あわあかいし	あ	AAAAII	徳島県	JR四国	牟岐線		4
安房天津	あわあまつ	あ	AAAAU	千葉県	JR東日本	外房線		4
粟井	あわい	あ	AAI	愛媛県	JR四国	予讃線		2
阿波池田	あわいけだ	あ	AAIEA	徳島県	JR四国	土讃線		4
阿波大谷	あわおおたに	あ	AAOOAI	徳島県	JR四国	鳴門線		4
阿波大宮	あわおおみや	あ	AAOOIA	徳島県	JR四国	高徳線		4
阿波海南	あわかいなん	あ	AAAIAN	徳島県	JR四国	牟岐線		4
粟ヶ崎	あわがさき	あ	AAAAI	石川県	北陸鉄道	浅野川線		3
安房勝山	あわかつやま	あ	AAAUAA	千葉県	JR東日本	内房線		4
阿波加茂	あわかも	あ	AAAO	徳島県	JR四国	徳島線		4
安房鴨川	あわかもがわ	あ	AAAOAA	千葉県	JR東日本	内房線		4
阿波川口	あわかわぐち	あ	AAAAUI	徳島県	JR四国	土讃線		4
阿波川島	あわかわしま	あ	AAAAIA	徳島県	JR四国	徳島線		4
阿波川端	あわかわばた	あ	AAAAAA	徳島県	JR四国	高徳線		4
あわくら温泉	あわくらおんせん	あ	AAUAONEN	岡山県	智頭急行			6
安房小湊	あわこみなと	あ	AAOIAO	千葉県	JR東日本	外房線		4
阿波座	あわざ	あ	AAA	大阪府	大阪市高速電気軌道	中央線		3
淡路	あわじ	あ	AAI	大阪府	阪急	京都本線		2
淡路町	あわじちょう	あ	AAIOO	東京都	東京メトロ	丸ノ内線		3
粟島	あわじま	あ	AAIA	富山県	富山ライトレール			2
阿波橘	あわたちばな	あ	AAAIAA	徳島県	JR四国	牟岐線		3
粟田部	あわたべ	あ	AAAE	福井県	福井鉄道	南越線	D	3
粟津(石川)	あわづ	あ	AAU	石川県	JR西日本	北陸本線		2
粟津(滋賀)	あわづ	あ	AAU	滋賀県	京阪	石山坂本線		2
阿波富田	あわとみだ	あ	AAOIA	徳島県	JR四国	牟岐線		4
阿波中島	あわなかしま	あ	AAAAIA	徳島県	JR四国	牟岐線		4
粟野	あわの	あ	AAO	福井県	JR西日本	小浜線		2
阿波半田	あわはんだ	あ	AAANA	徳島県	JR四国	徳島線		4
阿波福井	あわふくい	あ	AAUUI	徳島県	JR四国	牟岐線		4
粟屋	あわや	あ	AAA	広島県	JR西日本	三江線	D	2
阿波山川	あわやまかわ	あ	AAAAAA	徳島県	JR四国	徳島線		4
芦原(福井)	あわら	あ	AAA	福井県	国鉄	三国線	D	2
芦原温泉	あわらおんせん	あ	AAAONEN	福井県	JR西日本	北陸本線		4
あわら湯のまち	あわらゆのまち	あ	AAAUOAI	福井県	えちぜん鉄道	三国芦原線		7
安城	あんじょう	あ	ANOO	愛知県	JR東海	東海道本線		2
安針塚	あんじんづか	あ	ANINUA	神奈川県	京急	本線		3
安善	あんぜん	あ	ANEN	神奈川県	JR東日本	鶴見線		2
安足間	あんたろま	あ	ANAOA	北海道	JR北海道	石北本線		3
安丹	あんたん	あ	ANAN	山形県	庄内交通	湯野浜線	D	2
安堂	あんどう	あ	ANO	大阪府	近鉄	大阪線		2
安徳	あんとく	あ	ANOU	長崎県	島原鉄道		D	2
安中	あんなか	あ	ANAA	群馬県	JR東日本	信越本線		2
安中榛名	あんなかはるな	あ	ANAAAUA	群馬県	JR東日本	北陸新幹線		4
安楽	あんらく	あ	ANAU	鹿児島県	国鉄	志布志線	D	2
安立町	あんりゅうまち	あ	ANUUAI	大阪府	阪堺電軌	阪堺線		3
飯井	いい	い	II	山口県	JR西日本	山陰本線		2
飯岡	いいおか	い	IIOA	千葉県	JR東日本	総武本線		2
飯倉	いいぐら	い	IIUA	千葉県	JR東日本	総武本線		2
飯坂温泉	いいざかおんせん	い	IIAAONEN	福島県	福島交通	飯坂線		4
飯島	いいじま	い	IIIA	長野県	JR東海	飯田線		2
飯田	いいだ	い	IIA	長野県	JR東海	飯田線		2
飯田岡	いいだおか	い	IIAOA	神奈川県	伊豆箱根鉄道	大雄山線		3
飯田橋	いいだばし	い	IIAAI	東京都	JR東日本	中央本線		3
飯塚	いいづか	い	IIUA	福岡県	JR九州	筑豊本線		2
飯詰	いいづめ	い	IIUE	秋田県	JR東日本	奥羽本線		2
飯梨	いいなし	い	IIAI	島根県	一畑電鉄	広瀬線	D	2
飯沼	いいぬま	い	IIUA	岐阜県	明知鉄道			2
飯浦	いいのうら	い	IIOUA	島根県	JR西日本	山陰本線		2
飯羽間	いいばま	い	IIAA	岐阜県	明知鉄道			3
飯森	いいもり	い	IIOI	長野県	JR東日本	大糸線		2
飯山	いいやま	い	IIAA	長野県	JR東日本	飯山線		2
家城	いえき	い	IEI	三重県	JR東海	名松線		2
家地川	いえじがわ	い	IEIAA	高知県	JR四国	予土線		3
家中	いえなか	い	IEAA	栃木県	東武	日光線		2
家久	いえひさ	い	IEIA	福井県	福井鉄道	福武線		2
家山	いえやま	い	IEAA	静岡県	大井川鐵道	本線		2
医王寺前	いおうじまえ	い	IOOIAE	福島県	福島交通	飯坂線		4
伊尾木	いおき	い	IOI	高知県	土佐くろしお鉄道	阿佐線		3
井荻	いおぎ	い	IOI	東京都	西武	新宿線		2
伊賀	いが	い	IA	福岡県	JR九州	香椎線		2
伊賀上野	いがうえの	い	IAUEO	三重県	JR西日本	関西本線		4
伊香牛	いかうし	い	IAUI	北海道	JR北海道	石北本線		3
伊賀神戸	いがかんべ	い	IAANE	三重県	近鉄	大阪線		4
伊賀上津	いがこうづ	い	IAOOU	三重県	近鉄	大阪線		4
五十崎	いかざき	い	IAAI	愛媛県	JR四国	内子線		3
伊賀地	いがじ	い	IAI	山口県	防石鉄道		D	3
五十島	いがしま	い	IAIA	新潟県	JR東日本	磐越西線		3
生野(香川)	いかの	い	IAO	香川県	琴平参宮電鉄	琴平線	D	2
伊上	いがみ	い	IAI	山口県	JR西日本	山陰本線		2
伊賀屋	いがや	い	IAA	佐賀県	JR九州	長崎本線		3
碇ヶ関	いかりがせき	い	IAIAEI	青森県	JR東日本	奥羽本線		3
井川	いかわ	い	IAA	静岡県	大井川鐵道	井川線		2
猪川[岩手]	いかわ	い	IAA	岩手県	岩手開発鉄道		D	2
井川さくら	いかわさくら	い	IAAAUA	秋田県	JR東日本	奥羽本線		5
伊賀和志	いかわし	い	IAAI	広島県	JR西日本	三江線	D	4
伊川谷	いかわだに	い	IAAAI	兵庫県	神戸市営地下鉄	西神・山手線		3
一貴山	いきさん	い	IIAN	福岡県	JR九州	筑肥線		3
軍畑	いくさばた	い	IUAAA	東京都	JR東日本	青梅線		2
生地	いくじ	い	IUI	富山県	あいの風とやま鉄道			2
以久科	いくしな	い	IUIA	北海道	国鉄	根北線	D	3
生田(神奈川)	いくた	い	IUA	神奈川県	小田急	小田原線		2
生田原	いくたはら	い	IUAAA	北海道	JR北海道	石北本線		3
幾寅	いくとら	い	IUOA	北海道	JR北海道	根室本線		2
生野(北海道)	いくの	い	IUO	北海道	JR北海道	石北本線		2
生野(兵庫)	いくの	い	IUO	兵庫県	JR西日本	播但線		2
生野屋	いくのや	い	IUOA	山口県	JR西日本	岩徳線		3
居組	いぐみ	い	IUI	兵庫県	JR西日本	山陰本線		2
井倉	いくら	い	IUA	岡山県	JR西日本	伯備線		2
池上	いけがみ	い	IEAI	東京都	東急	池上線		2
池下	いけした	い	IEIA	愛知県	名古屋市営地下鉄	東山線		2
池尻	いけじり	い	IEII	福岡県	JR九州	日田彦山線		2
池尻大橋	いけじりおおはし	い	IEIIOOAI	東京都	東急	田園都市線		4
池田(北海道)	いけだ	い	IEA	北海道	JR北海道	根室本線		2
池田(大阪)	いけだ	い	IEA	大阪府	阪急	宝塚本線		2
池田(熊本)	いけだ	い	IEA	熊本県	熊本電鉄	上熊本線		2
池田園	いけだえん	い	IEAEN	北海道	JR北海道	函館本線		3
池月	いけづき	い	IEUI	宮城県	JR東日本	陸羽東線		2
池野	いけの	い	IEO	岐阜県	養老鉄道			2
池ノ上	いけのうえ	い	IEOUE	東京都	京王	井の頭線		3
池ノ内	いけのうち	い	IEOUI	大分県	大分交通	国東線	D	3
池の浦	いけのうら	い	IEOUA	三重県	近鉄	鳥羽線		3
池の浦シーサイド	いけのうらしーさいど	い	IEOUAIIAIO	三重県	JR東海	参宮線		8
池ノ下	いけのした	い	IEOIA	香川県	琴平急行電鉄		D	3
池谷	いけのたに	い	IEOAI	徳島県	JR四国	高徳線		2
池戸	いけのべ	い	IEOE	香川県	琴電	長尾線		2
池場	いけば	い	IEA	愛知県	JR東海	飯田線		2
池袋	いけぶくろ	い	IEUUO	東京都	JR東日本	山手線		2
池部	いけべ	い	IEE	奈良県	近鉄	田原本線		2
いこいの広場	いこいのひろば	い	IOIOIOA	静岡県	天竜浜名湖鉄道			6
いこいの村	いこいのむら	い	IOIOUA	熊本県	JR九州	豊肥本線		5
生駒	いこま	い	IOA	奈良県	近鉄	奈良線		2
生駒山上	いこまさんじょう	い	IOAANOO	奈良県	近鉄	生駒ケーブル		4
石原(京都)	いさ	い	IA	京都府	JR西日本	山陰本線		2
井細田	いさいだ	い	IAIA	神奈川県	伊豆箱根鉄道	大雄山線		3
伊崎田	いさきだ	い	IAIA	鹿児島県	国鉄	志布志線	D	3
伊作	いざく	い	IAU	鹿児島県	鹿児島交通	南薩線	D	2
諫早	いさはや	い	IAAA	長崎県	JR九州	長崎本線		2
諫早東高校前	いさはやひがしこうこうまえ	い	IAAAIAIOOOOAE	長崎県	島原鉄道			6
諫山	いさやま	い	IAAA	大分県	大分交通	耶馬溪線	D	2
伊佐領	いさりょう	い	IAOO	山形県	JR東日本	米坂線		3
石和温泉	いさわおんせん	い	IAAONEN	山梨県	JR東日本	中央本線		4
石井(徳島)	いしい	い	III	徳島県	JR四国	徳島線		2
石井(兵庫)	いしい	い	III	兵庫県	智頭急行			2
石井(愛媛)	いしい	い	III	愛媛県	伊予鉄道	森松線	D	2
石打	いしうち	い	IIUI	新潟県	JR東日本	上越線		2
石打ダム	いしうちだむ	い	IIUIAU	熊本県	JR九州	三角線		4
